asOfDate,price,currencyCode,__typename
2022-10-11,5.0,USD,FundPrice
2022-10-12,4.9952,USD,FundPrice
2022-10-13,4.9399,USD,FundPrice
2022-10-14,4.9917,USD,FundPrice
2022-10-15,4.9917,USD,FundPrice
2022-10-16,4.9917,USD,FundPrice
2022-10-17,5.0092,USD,FundPrice
2022-10-18,5.077,USD,FundPrice
2022-10-19,5.0028,USD,FundPrice
2022-10-20,5.004,USD,FundPrice
2022-10-21,5.0013,USD,FundPrice
2022-10-22,5.0013,USD,FundPrice
2022-10-23,5.0013,USD,FundPrice
2022-10-24,4.8817,USD,FundPrice
2022-10-25,4.8871,USD,FundPrice
2022-10-26,4.9254,USD,FundPrice
2022-10-27,4.9652,USD,FundPrice
2022-10-28,4.8874,USD,FundPrice
2022-10-29,4.8874,USD,FundPrice
2022-10-30,4.8874,USD,FundPrice
2022-10-31,4.9004,USD,FundPrice
2022-11-01,4.9966,USD,FundPrice
2022-11-02,5.0341,USD,FundPrice
2022-11-03,4.9781,USD,FundPrice
2022-11-04,5.105,USD,FundPrice
2022-11-05,5.105,USD,FundPrice
2022-11-06,5.105,USD,FundPrice
2022-11-07,5.1647,USD,FundPrice
2022-11-08,5.1621,USD,FundPrice
2022-11-09,5.1615,USD,FundPrice
2022-11-10,5.1146,USD,FundPrice
2022-11-11,5.3303,USD,FundPrice
2022-11-12,5.3303,USD,FundPrice
2022-11-13,5.3303,USD,FundPrice
2022-11-14,5.3737,USD,FundPrice
2022-11-15,5.4856,USD,FundPrice
2022-11-16,5.4445,USD,FundPrice
2022-11-17,5.3934,USD,FundPrice
2022-11-18,5.4011,USD,FundPrice
2022-11-19,5.4011,USD,FundPrice
2022-11-20,5.4011,USD,FundPrice
2022-11-21,5.3464,USD,FundPrice
2022-11-22,5.3332,USD,FundPrice
2022-11-23,5.3545,USD,FundPrice
2022-11-24,5.4207,USD,FundPrice
2022-11-25,5.3978,USD,FundPrice
2022-11-26,5.3978,USD,FundPrice
2022-11-27,5.3978,USD,FundPrice
2022-11-28,5.3481,USD,FundPrice
2022-11-29,5.4612,USD,FundPrice
2022-11-30,5.5651,USD,FundPrice
2022-12-01,5.5909,USD,FundPrice
2022-12-02,5.5884,USD,FundPrice
2022-12-03,5.5884,USD,FundPrice
2022-12-04,5.5884,USD,FundPrice
2022-12-05,5.645,USD,FundPrice
2022-12-06,5.5869,USD,FundPrice
2022-12-07,5.5146,USD,FundPrice
2022-12-08,5.5716,USD,FundPrice
2022-12-09,5.6071,USD,FundPrice
2022-12-10,5.6071,USD,FundPrice
2022-12-11,5.6071,USD,FundPrice
2022-12-12,5.531,USD,FundPrice
2022-12-13,5.5381,USD,FundPrice
2022-12-14,5.5779,USD,FundPrice
2022-12-15,5.5051,USD,FundPrice
2022-12-16,5.4883,USD,FundPrice
2022-12-17,5.4883,USD,FundPrice
2022-12-18,5.4883,USD,FundPrice
2022-12-19,5.4836,USD,FundPrice
2022-12-20,5.4378,USD,FundPrice
2022-12-21,5.4508,USD,FundPrice
2022-12-22,5.5001,USD,FundPrice
2022-12-23,5.455,USD,FundPrice
2022-12-24,5.455,USD,FundPrice
2022-12-25,5.455,USD,FundPrice
2022-12-26,5.455,USD,FundPrice
2022-12-27,5.4786,USD,FundPrice
2022-12-28,5.4855,USD,FundPrice
2022-12-29,5.4747,USD,FundPrice
2022-12-30,5.4741,USD,FundPrice
2022-12-31,5.4741,USD,FundPrice
2023-01-01,5.4741,USD,FundPrice
2023-01-02,5.4741,USD,FundPrice
2023-01-03,5.5166,USD,FundPrice
2023-01-04,5.5705,USD,FundPrice
2023-01-05,5.6175,USD,FundPrice
2023-01-06,5.6363,USD,FundPrice
2023-01-07,5.6363,USD,FundPrice
2023-01-08,5.6363,USD,FundPrice
2023-01-09,5.7565,USD,FundPrice
2023-01-10,5.7597,USD,FundPrice
2023-01-11,5.7657,USD,FundPrice
2023-01-12,5.7792,USD,FundPrice
2023-01-13,5.8384,USD,FundPrice
2023-01-14,5.8384,USD,FundPrice
2023-01-15,5.8384,USD,FundPrice
2023-01-16,5.8471,USD,FundPrice
2023-01-17,5.825,USD,FundPrice
2023-01-18,5.8389,USD,FundPrice
2023-01-19,5.8177,USD,FundPrice
2023-01-20,5.8589,USD,FundPrice
2023-01-21,5.8589,USD,FundPrice
2023-01-22,5.8589,USD,FundPrice
2023-01-23,5.8737,USD,FundPrice
2023-01-24,5.875,USD,FundPrice
2023-01-25,5.8697,USD,FundPrice
2023-01-26,5.9182,USD,FundPrice
2023-01-27,5.9036,USD,FundPrice
2023-01-28,5.9036,USD,FundPrice
2023-01-29,5.9036,USD,FundPrice
2023-01-30,5.8932,USD,FundPrice
2023-01-31,5.8466,USD,FundPrice
2023-02-01,5.9091,USD,FundPrice
2023-02-02,5.9273,USD,FundPrice
2023-02-03,5.884,USD,FundPrice
2023-02-04,5.884,USD,FundPrice
2023-02-05,5.884,USD,FundPrice
2023-02-06,5.7675,USD,FundPrice
2023-02-07,5.761,USD,FundPrice
2023-02-08,5.7805,USD,FundPrice
2023-02-09,5.7984,USD,FundPrice
2023-02-10,5.7452,USD,FundPrice
2023-02-11,5.7452,USD,FundPrice
2023-02-12,5.7452,USD,FundPrice
2023-02-13,5.7503,USD,FundPrice
2023-02-14,5.7476,USD,FundPrice
2023-02-15,5.7008,USD,FundPrice
2023-02-16,5.7251,USD,FundPrice
2023-02-17,5.6734,USD,FundPrice
2023-02-18,5.6734,USD,FundPrice
2023-02-19,5.6734,USD,FundPrice
2023-02-20,5.7087,USD,FundPrice
2023-02-21,5.6567,USD,FundPrice
2023-02-22,5.5961,USD,FundPrice
2023-02-23,5.6251,USD,FundPrice
2023-02-24,5.5401,USD,FundPrice
2023-02-25,5.5401,USD,FundPrice
2023-02-26,5.5401,USD,FundPrice
2023-02-27,5.5218,USD,FundPrice
2023-02-28,5.5094,USD,FundPrice
2023-03-01,5.6155,USD,FundPrice
2023-03-02,5.5874,USD,FundPrice
2023-03-03,5.6191,USD,FundPrice
2023-03-04,5.6191,USD,FundPrice
2023-03-05,5.6191,USD,FundPrice
2023-03-06,5.6489,USD,FundPrice
2023-03-07,5.6245,USD,FundPrice
2023-03-08,5.5828,USD,FundPrice
2023-03-09,5.5394,USD,FundPrice
2023-03-10,5.4611,USD,FundPrice
2023-03-11,5.4611,USD,FundPrice
2023-03-12,5.4611,USD,FundPrice
